Chromosome	Start	End	H_statistic	p_value	significant_bonferroni
1	2927	43870	0.2357805472263993	0.8887935713715271	False
1	85022	216735	0.6252244041670113	0.7315335447538434	False
1	370546	372295	0.9685537676608785	0.6161425783747333	False
1	471671	786483	4.5853726489985425	0.10099479233606308	False
1	792533	907406	1.7932529956426686	0.4079435394636779	False
1	912799	1266212	1.1228870585701838	0.5703851016870738	False
1	1271190	1590570	0.41234096166555284	0.813694345168169	False
1	1676445	1703748	2.705439814814765	0.25853610918815506	False
1	1738295	2477597	0.021806689342388472	0.9891558813419968	False
1	2481927	2562342	0.24902837737658048	0.8829257337194938	False
1	2574555	2580342	0.14430919683730986	0.9303870483257872	False
1	2611444	2641811	0.034399897392590716	0.9829471259883733	False
1	2643540	2645074	0.11898228087489267	0.9422438814228592	False
1	2664285	2665530	0.4827750473086647	0.7855371531686587	False
1	2672694	2832087	0.4388846544715745	0.8029664656533082	False
1	2854198	2856899	0.036817095970036226	0.9817598544033701	False
1	2870100	2880675	0.41302635453478953	0.8134155427922294	False
1	2882919	2901629	0.3851185586047456	0.8248454204932143	False
1	2903052	3112977	1.8255027173913008	0.4014182576624054	False
1	3125822	3135062	1.1409351474278433	0.5652610756792631	False
1	3136815	3137481	1.4070711957629023	0.4948326779591723	False
1	3149648	3157982	2.7725109573736906	0.25000972079724426	False
1	3166706	3521038	1.110138767761412	0.5740324312169438	False
1	3521345	3798798	0.24147757487447913	0.8862654330247216	False
1	3810936	6606212	2.5031922098346446	0.28604786989377784	False
1	6613363	8038878	2.6755139757431845	0.26243365076979724	False
1	8050444	10537398	2.529116679566532	0.282363977540608	False
1	10551320	12533269	2.53963089101619	0.2808834552985553	False
1	12544104	12768740	2.185947894782864	0.33521808887988747	False
1	12774453	12788158	2.525081279114891	0.2829342785566195	False
1	12800742	12805297	2.671702028072973	0.2629343194207238	False
1	12833868	13002452	3.1677770527303455	0.20517571382582822	False
1	13520352	15852641	4.024274789604469	0.1337025938147871	False
1	15858551	16119613	2.5154821214520826	0.2842955079815239	False
1	16126501	16531740	2.4961963927527795	0.2870501911730964	False
1	16551324	16592466	0.6928997204294819	0.7071942769675272	False
1	16672053	16680432	1.9919963972986512	0.36935457123613885	False
1	16693433	16750002	2.525876444327725	0.2828218111677264	False
1	16757397	16794038	4.414473684210509	0.1100041878990097	False
1	16799163	16836986	5.5426807580087125	0.0625780701712607	False
1	16954838	16997273	3.6106446504883865	0.1644214508507759	False
1	17030134	17037487	5.006055281154989	0.08183685059234257	False
1	17042808	19187091	5.002012500988689	0.08200244209669434	False
1	19200088	21470929	3.0840762620837663	0.2139446096142212	False
1	21483025	21545437	3.6868533226464084	0.15827414392904438	False
1	21558697	22668805	2.067875738473383	0.35560387823233375	False
1	22674759	23463832	1.9852868541033022	0.3705957522365052	False
1	23469376	25318800	3.5629681340683854	0.16838806257065486	False
1	25354765	25402278	2.2419053493609735	0.3259691041409238	False
1	25414726	25433465	0.5364491019148504	0.7647360396113552	False
1	25441018	26227863	0.9265565969194719	0.6292174978789458	False
1	26233527	26722236	1.3129103613982736	0.518686730229074	False
1	26737835	26751009	1.859592171134925	0.3946341737711025	False
1	26758077	27414811	4.304458000625153	0.11622480370693948	False
1	27418631	27637052	4.645025339355062	0.09802696651162193	False
1	27650970	27755668	2.5156917735042352	0.2842657079751263	False
1	27765928	29080585	3.17260025908623	0.2046815075765282	False
1	29088543	30687222	3.723159766624073	0.15542687995674162	False
1	30716764	30984527	6.537653276601424	0.038051048534467266	False
1	31006782	31124964	6.044634589947123	0.048688262470605086	False
1	31136968	31957740	5.955600143242322	0.05090469746239553	False
1	31968013	33181040	2.820658935772587	0.24406285903129413	False
1	33189868	34166798	3.043262514030511	0.21835540249024432	False
1	34172947	35330813	1.3067554145365194	0.5202854335820934	False
1	35336344	35895515	0.46892312914908596	0.7909966355993476	False
1	35903416	37578554	2.63668091282319	0.2675789927036939	False
1	37599215	38399540	1.9155335841026517	0.3837489209078011	False
1	38432360	38569674	3.3535840741110214	0.18697281686439252	False
1	38648737	39428343	0.9998868625587878	0.6065649713465354	False
1	39437661	40202959	2.2071499344587027	0.33168320506098936	False
1	40207650	40612758	2.1118261045804347	0.3478746545066769	False
1	40617288	40677227	3.420031413936249	0.1808629517861931	False
1	40682830	41867848	2.5026360166881134	0.28612742988835344	False
1	41873732	42747586	2.339035318391453	0.31051668001520627	False
1	42754729	43839204	2.673968363136168	0.26263653953612603	False
1	43848683	44593810	2.6630999999999565	0.264067639084042	False
1	44600018	45223413	0.638491056040735	0.7266971028993565	False
1	45231107	46047207	0.7486883209655204	0.6877401781024102	False
1	46054586	46436383	0.9008186459753098	0.6373672091702538	False
1	46445058	47002412	1.519271709735604	0.46783675647323775	False
1	47020328	47076960	1.9603564406311136	0.37524421674898195	False
1	47089264	48831518	1.8846966566491474	0.3897115891928577	False
1	48841029	48963712	1.4627754336614618	0.4812407006792524	False
1	48974558	49671800	0.9426307800940118	0.6241806869880362	False
1	49686548	50400238	1.9540054470323294	0.3764376975025157	False
1	50444082	51401581	1.3352950443125076	0.5129137779257392	False
1	51408483	52434446	1.9780460752893563	0.3719398848457483	False
1	52445317	53651141	3.6564681599881386	0.1606970955737544	False
1	53661750	55331098	4.274767971528806	0.11796303270455102	False
1	55339131	55523339	4.160739303138192	0.12488404008393873	False
1	55559966	56093730	4.085737407439418	0.12965623155371414	False
1	56126922	56811818	2.3893884818884485	0.30279652280847996	False
1	56820392	57352466	2.5341615894054192	0.28165262469131574	False
1	57359130	58257959	4.545192692492398	0.10304429380540597	False
1	58269395	58818282	5.542625032160744	0.06257981380356417	False
1	58829706	59938549	3.8865315558348197	0.14323541008159732	False
1	59947024	60037860	2.9149298973611257	0.23282575246690218	False
1	60048731	60931948	3.946962237018957	0.1389722343740322	False
1	60943372	61455192	3.1319229817965564	0.2088870735679587	False
1	61460755	62257156	4.889249283193647	0.08675869439559905	False
1	62265513	62775298	6.110988250371748	0.047099441998955646	False
1	62781892	63279284	6.849711761057084	0.03255397231232329	False
1	63297252	63739396	5.526568734612449	0.06308423593779333	False
1	63746181	64381618	3.760630850158603	0.15254198260069904	False
1	64392452	65044702	2.818410080669819	0.2443374443809939	False
1	65061124	65363623	2.226068263270029	0.3285605512251865	False
1	65377733	65684038	1.9938978596467134	0.3690035812060135	False
1	65691013	66605594	2.765327415487008	0.2509093130454828	False
1	66624841	66943717	1.698835488454959	0.42766386922566535	False
1	66956044	67293111	3.074417514008077	0.2149803270779541	False
1	67304899	67564224	3.074417514008077	0.2149803270779541	False
1	67574404	69349603	1.493902937776744	0.4738087740845106	False
1	69374719	70163952	2.0980738383524926	0.35027492978689134	False
1	70172264	70544007	1.818074167733115	0.40291200777470704	False
1	70553640	70787481	1.4133188378978412	0.49328932105533574	False
1	70848676	70955685	1.1526597343681284	0.5619570434320426	False
1	70968966	72065805	2.757422310822309	0.25190300775746466	False
1	72080289	72473289	1.9697235734586427	0.3734908447606674	False
1	72489681	72620747	4.6832918888432795	0.0961692187023321	False
1	72661597	74078153	1.4728047681804097	0.4788334794448931	False
1	74137824	74816963	2.2404104891431404	0.3262128343382326	False
1	74824437	75454027	1.7398138444010824	0.4189905461507677	False
1	75473473	76096464	0.9000452636849949	0.6376137210851693	False
1	76105071	76128015	1.137686772868998	0.5661799115066761	False
1	76167515	76719796	1.2399040820634724	0.5379702374735478	False
1	76735134	77210667	1.1822406321559193	0.553706610705432	False
1	77217365	77934334	0.9727097974144944	0.6148635543064078	False
1	77945975	79392599	0.9345948833072663	0.6266936578894287	False
1	79437815	80901791	1.073125611546003	0.5847547176328296	False
1	80938887	81107155	1.5176670677526394	0.4682122623415199	False
1	81184008	83075209	1.073125611546003	0.5847547176328296	False
1	83100179	83359798	0.9577213953283757	0.6194887749158002	False
1	83381408	83603746	0.8813881802721127	0.6435895568559727	False
1	83635029	84586214	1.2534009127611299	0.534352013237239	False
1	84590209	84901413	1.3489340103085117	0.5094278706897317	False
1	84921910	86224479	1.4860792299148382	0.4756658747850657	False
1	86236843	87585025	0.6022352005870685	0.7399907445007685	False
1	87607672	87697095	0.21246058558557557	0.8992175409103756	False
1	87749501	87791319	0.7065056867146143	0.702399573856805	False
1	87839437	89193171	0.8938127147948285	0.6396037996349873	False
1	89198467	91213470	1.0335726351351149	0.5964342215334926	False
1	91230845	91708215	1.325861252145269	0.5153388538352887	False
1	91714670	93739491	1.6294908035979159	0.4427520368850201	False
1	93748351	97087853	1.2444467784610824	0.5367497063939151	False
1	97110991	102417008	0.9628906249999506	0.6178897024209772	False
1	102443157	103810269	1.2721994535519083	0.52935302440582	False
1	103819551	103875725	2.013886126305346	0.3653340775142965	False
1	104018651	104671817	1.9676664713673824	0.373875196788535	False
1	104696813	106107236	0.7257101397164586	0.6956872522451771	False
1	106163050	107403052	1.0523931525734889	0.5908479465696042	False
1	107408809	108467581	1.4904575816384908	0.47462569751459793	False
1	108571690	109922013	0.4301778418784143	0.8064697249434971	False
1	109933787	109968401	1.3446522637860836	0.510519659470309	False
1	109987805	110453999	1.1640625000000184	0.5587622272904024	False
1	110464125	110577138	2.0480992889281815	0.3591376116925696	False
1	110588200	112717534	1.4744567536880502	0.4784381297610498	False
1	112725478	113471063	2.091054459064333	0.35150644593613994	False
1	113508337	114220736	1.5537880861156375	0.4598320140435437	False
1	114228794	114235706	1.5489302299867147	0.4609502704598073	False
1	114245958	114853862	1.0335306344997763	0.5964467469731323	False
1	114863525	115372000	0.4503015864132548	0.798395817016317	False
1	115389481	116062013	0.6196821263227087	0.7335635372290885	False
1	116081666	116824183	1.0335306344997763	0.5964467469731323	False
1	116847623	116861515	1.416007278241896	0.4926266770688136	False
1	116880909	116906096	1.3983713624338234	0.4969898472229949	False
1	116925150	116938461	1.4562229800238107	0.48281993992953576	False
1	116948867	117006671	1.4562229800238107	0.48281993992953576	False
1	117015146	117751415	1.4268798567048808	0.48995588215348773	False
1	117757490	118781178	0.9905824001947573	0.6093934260312804	False
1	118811438	119105315	1.130756578947391	0.5681451827586266	False
1	119131184	119266053	1.4528958168062678	0.483623818775588	False
1	119271891	119774102	1.0400771254642756	0.594497622075598	False
1	119783556	119942294	1.8582078171922167	0.3949074250164962	False
1	119963572	120232261	1.2089967609955585	0.5463484169354687	False
1	120313797	120384620	5.995464288459119	0.04990010638666912	False
1	120405944	120737345	3.8474358863332343	0.1460628978041622	False
1	120761983	120923696	1.6307589806390927	0.4424713818904227	False
1	141474904	141491470	4.213181031707712	0.12165203082973411	False
1	141500919	141527782	4.596820092322644	0.10041837744826403	False
1	142116690	142435868	4.323150558952776	0.11514359475663027	False
1	142444242	142565191	4.323150558952776	0.11514359475663027	False
1	142570866	142598507	1.9150270801845177	0.3838461183810166	False
1	142610589	142871406	1.132185815265914	0.5677393209293191	False
1	142877399	143526765	1.1701162850132907	0.5570734712225456	False
1	143543580	144966156	0.16478236449012648	0.920911643942194	False
1	144975464	145023947	0.6019013929911334	0.7401142620739757	False
1	145647143	145716245	1.5357683234845358	0.46399376620819255	False
1	145820605	146012014	0.42310783167734906	0.8093256444055044	False
1	146473741	146512434	0.11949404761906778	0.9420028077258426	False
1	146525071	146549143	1.9921801189556079	0.369320643577558	False
1	146581869	146634734	1.2677468737081068	0.5305328305171139	False
1	146661770	149362629	0.16485306952944997	0.920879087970666	False
1	149369522	149394958	7.511006930870453	0.02338867225640614	False
1	149403519	149573806	0.9886095041799218	0.6099948575538158	False
1	149579637	149582884	0.3680069941487158	0.8319328944903919	False
1	149591108	149598429	0.07617562318814285	0.9626284072447981	False
1	149604744	150808620	0.8841716672716443	0.64269446828503	False
1	150815602	151998352	0.543615488900153	0.7620007458805709	False
1	151998685	152605084	0.8841716672716443	0.64269446828503	False
1	152617283	155145482	0.8841716672716443	0.64269446828503	False
1	155152973	156497370	0.15965362482999906	0.9232762325220882	False
1	156504203	156715120	0.7651933663131913	0.6820879413731478	False
1	156722904	157446463	2.2008462368943302	0.33273026959466223	False
1	157457777	157769567	2.0232773830239608	0.3636226257745995	False
1	157779753	158111315	1.5096539211438624	0.4700919521355832	False
1	158123386	158211115	1.0131201256498674	0.6025648028371529	False
1	158222895	158292447	1.2386057752151396	0.5383195760702089	False
1	158296040	158314837	1.4447257365906931	0.4856034822216788	False
1	158319014	158365270	1.2494658647254453	0.5354043986145234	False
1	158378189	158382079	0.9983215918076712	0.6070398763651788	False
1	158392593	158736756	1.7543020446746977	0.4159663038603194	False
1	158747329	164242059	0.9886095041799218	0.6099948575538158	False
1	164247118	165948301	1.4986760138099227	0.4726793596638442	False
1	165958802	165988174	0.34231477469667637	0.8426889344571742	False
1	166003996	166010822	0.34231477469667637	0.8426889344571742	False
1	166018172	168812476	0.7695452120565189	0.6806053841710382	False
1	168818982	172497794	0.09404598623255724	0.9540654604001015	False
1	172527923	176446701	0.01645471661988768	0.991806393775508	False
1	176455950	179420685	0.053075047014523744	0.9738115023269773	False
1	179443743	179575821	0.7426802565568537	0.6898092780110243	False
1	179581225	181371569	0.07273360733181065	0.9642865247729898	False
1	181387023	182641159	0.33491272019400775	0.8458135277037566	False
1	182657845	186034550	0.06470926584398688	0.9681631786547039	False
1	186062909	186274119	0.6167847392390129	0.7346270161295203	False
1	186293872	189329179	0.4774215552523581	0.7876426533107876	False
1	189337051	193443252	1.119908196907676	0.5712352838297916	False
1	193480150	193527058	0.3801113644739535	0.8269130882908704	False
1	193556792	193630262	0.8713104939667001	0.6468406877782509	False
1	193652057	199041703	0.5041524556616214	0.7771854926466578	False
1	199047681	199054142	0.4632889969489152	0.7932280669759252	False
1	199087690	199111062	0.6336165820952551	0.7284703960365262	False
1	199135441	199222301	1.036945613388679	0.595429189430106	False
1	199273751	199356111	0.4213423155008389	0.8100403985952415	False
1	199363774	201157571	0.8393150587443471	0.6572718775875888	False
1	201169853	202358631	0.12771539027978476	0.9381384916990348	False
1	202366885	203532522	0.42564239352713507	0.8083006510687527	False
1	203539204	205954108	0.4213423155008389	0.8100403985952415	False
1	205966175	208143743	0.3001700680272118	0.860634790082988	False
1	208148352	209359643	0.5425448326862148	0.7624087755024902	False
1	209366118	211118685	0.2882818591353892	0.8657657274715553	False
1	211126341	211395327	0.2776688664596232	0.8703721212304092	False
1	211438238	212152890	0.12359372304171325	0.940073832564845	False
1	212163869	213601626	0.20052824646756207	0.9045984610095023	False
1	213607905	215165364	0.20589921374392023	0.9021724356270796	False
1	215199726	217395427	0.2348753704234709	0.8891959200755362	False
1	217416088	219300768	0.4574483485039734	0.7955479358497812	False
1	219311634	221538990	0.05964564812155971	0.9706174883800562	False
1	221557056	224126341	0.12049910071941947	0.9415295452280648	False
1	224140920	225920251	0.06857335873126545	0.9662944482467911	False
1	225926558	231061656	0.288998766253762	0.8654554462791426	False
1	231067740	234760702	1.5876772895026872	0.4521059858120846	False
1	234776770	236274333	2.763380629444283	0.2511536653259049	False
1	236280081	237042779	1.5666074687174198	0.4568940585357959	False
1	237050563	238730140	3.0133287861071136	0.22164807713641152	False
1	238747201	239156984	2.676529293367243	0.26230045782555744	False
1	239190321	239313778	1.8585008565627428	0.39484956754360756	False
1	239337733	239364269	3.078890390128631	0.21450007412043415	False
1	239391358	239517083	2.9344884072580295	0.23055998688157678	False
1	239544570	239630032	1.676182323123399	0.4325353760751812	False
1	239663268	244617610	0.9765132994493196	0.6136953480872018	False
1	244627520	244676774	0.15644099515101667	0.9247604966139087	False
1	244693374	244865778	1.775006278952942	0.4116823840343513	False
1	244870377	244942436	2.299958881578928	0.3166432792479769	False
1	244947984	244955806	1.7081311107169737	0.42568078041498647	False
1	244961779	244970723	0.9501465609408535	0.6218394861052601	False
1	245009770	245014643	0.9314022775423833	0.6276948496719877	False
1	245054641	245071941	0.6723829062524943	0.7144863020845293	False
1	245082256	245121447	1.1368287491814015	0.5664228615049203	False
1	245134410	245140268	1.4766981414868383	0.4779022474039203	False
1	245150122	245299678	1.4187484359226876	0.4919519558539399	False
1	245308564	245433846	2.5538992283343265	0.2788867163599801	False
2	712	125634	0.3575611186566291	0.8362893951696807	False
2	143031	165346	1.751675587343695	0.4165129215728992	False
2	167106	176745	1.715776529461429	0.42405663280607975	False
2	196212	479448	1.3215553660602344	0.5164495442327546	False
2	485052	3016048	0.7450495663974369	0.6889925759063629	False
2	3072994	4495693	0.7450495663974369	0.6889925759063629	False
2	4600483	5064198	0.4422916666667128	0.8015997717990857	False
2	5117160	8963807	1.2477512768465155	0.5358635943653617	False
2	8972669	10440704	2.126549280071355	0.345323147806135	False
2	10446234	11268822	1.8004109711427092	0.4064861241247477	False
2	11273719	11824126	1.1196791661821124	0.5713007027912196	False
2	11839789	15741307	1.630611308293165	0.4425040534900656	False
2	15752122	20346474	1.1456526650078251	0.5639293323964085	False
2	20354952	22147571	1.8004109711427092	0.4064861241247477	False
2	22164275	23148262	1.630611308293165	0.4425040534900656	False
2	23178086	23798605	2.4553631515621404	0.29297102202898034	False
2	23809995	25541135	2.2335918654515745	0.3273268936272568	False
2	25551899	29745341	1.8004109711427092	0.4064861241247477	False
2	29758580	34597887	1.1123711350048935	0.5733920630695748	False
2	34614581	34702220	0.12372152616770363	0.9400137622969257	False
2	34730412	34868034	1.1123711350048935	0.5733920630695748	False
2	34904779	39267014	2.1386523804679056	0.3432397177913678	False
2	39284752	41599090	3.3992818322981524	0.1827491345351792	False
2	41616449	43362384	4.358287285941867	0.11313837601097869	False
2	43367043	44064629	2.7459851071549	0.25334766753959626	False
2	44073585	44107287	3.8380559185056615	0.14674953935556947	False
2	44112923	46581831	2.7459851071549	0.25334766753959626	False
2	46600135	47534465	5.312558029030299	0.07020898290583717	False
2	47541529	48962866	9.602334183035945	0.0082201477837442	False
2	49007696	50317220	4.358287285941867	0.11313837601097869	False
2	50329312	56794730	9.747700880679583	0.0076438762619499764	False
2	56853626	57106587	9.402201740911387	0.00908526988918117	False
2	57141220	60843704	11.983283730158702	0.0024995567443713345	False
2	60860846	61005290	10.430122679045123	0.0054341001411494705	False
2	61025070	61061211	12.918120085347116	0.001566267243067151	False
2	61069435	67262586	10.430122679045123	0.0054341001411494705	False
2	67280403	69113514	9.112406860256536	0.010501854376478029	False
2	69119613	73764874	10.236490683229803	0.005986517978638744	False
2	73769146	74670974	9.02340253589757	0.010979764755492673	False
2	74676485	81995821	7.5263753519601915	0.023209637525661735	False
2	82033369	87033744	7.943089430894334	0.018844301557238433	False
2	87287735	87839798	9.40796210106386	0.009059140322850304	False
2	88099999	89162648	5.9057315471499665	0.052189926921099285	False
2	89203734	89712785	4.762908666320738	0.09241607596519419	False
2	89727641	89953713	5.64829868386586	0.059359129681343485	False
2	91057159	91234354	5.75043690245255	0.056403816674938594	False
2	91240477	91321476	4.540294782796878	0.1032969538785353	False
2	91494116	91569435	0.3404633403783763	0.8434693872471627	False
2	91683845	94918111	1.5171625119345362	0.468330396852793	False
2	94940234	94964565	4.690051657218361	0.09584472656254418	False
2	94970664	98466443	3.36387444369195	0.18601327779057214	False
2	98472519	101487776	4.069091041021685	0.13073988760113295	False
